userID,movieID,rating,date_day,date_month,date_year,date_hour,date_minute,date_second,realdate,freq,tot
38662,80,2.0,20,8,2003,16,57,58,20030820,12,46.0
16133,81,3.0,2,12,2000,5,53,54,20001202,77,254.5
11758,82,3.5,13,9,2004,22,8,33,20040913,65,253.5
9522,83,5.0,19,11,2000,23,55,50,20001119,12,42.5
29942,84,2.5,23,9,2005,15,25,30,20050923,2,6.5
11162,85,4.0,31,7,2004,20,23,16,20040731,58,199.0
29202,86,3.0,30,3,2004,18,0,25,20040330,75,241.5
25038,87,2.0,26,9,2008,21,33,42,20080926,33,61.5
29202,88,1.0,30,3,2004,18,6,43,20040330,116,357.0
17755,89,4.0,14,4,2005,20,44,33,20050414,95,308.5
51033,90,5.0,1,11,1999,19,30,48,19991101,3,12.0
16664,92,4.5,8,5,2005,9,47,12,20050508,49,145.5
34796,93,4.5,26,4,2006,0,3,11,20060426,53,127.0
44041,94,2.0,20,9,2003,8,41,45,20030920,93,335.0
71149,95,1.0,26,10,2006,17,18,8,20061026,517,1423.5
60891,96,5.0,9,9,2000,3,48,46,20000909,7,26.5
7181,97,4.0,5,4,2002,18,5,36,20020405,100,396.5
15061,98,3.0,30,8,2006,19,51,49,20060830,3,9.0
28082,99,3.0,22,11,2000,1,33,39,20001122,8,21.0
30174,100,2.5,2,12,2008,0,18,4,20081202,60,189.5
47448,101,4.5,3,7,2006,5,10,5,20060703,169,639.5
36294,102,1.5,12,12,2004,0,48,11,20041212,30,59.5
14653,103,2.5,15,3,2006,21,4,46,20060315,11,32.5
20025,104,2.5,28,6,2006,6,21,23,20060628,553,1826.5
63438,105,1.0,19,7,2007,6,52,23,20070719,208,673.0
8114,106,4.0,19,1,1999,14,42,54,19990119,4,16.0
31175,107,3.0,23,1,2003,4,34,14,20030123,135,430.0
26589,110,4.0,20,3,2006,17,19,20,20060320,1237,4757.0
2315,111,3.5,15,12,2005,4,10,48,20051215,740,2989.0
44068,112,4.0,20,12,1999,6,42,4,19991220,239,788.0
43281,113,4.0,9,2,2002,0,42,27,20020209,23,68.0
66544,114,4.0,21,4,2001,21,3,28,20010421,17,61.5
57022,115,4.0,7,3,2005,17,12,25,20050307,5,20.0
6757,116,3.0,15,1,2007,9,4,18,20070115,18,62.0
7181,117,4.0,9,10,2001,2,33,8,20011009,40,136.0
51033,118,1.0,1,11,1999,19,3,22,19991101,18,50.0
30167,119,2.5,5,10,2003,10,4,4,20031005,4,10.0
50893,120,3.0,29,6,2004,9,14,53,20040629,3,7.5
7461,121,4.0,29,11,2000,19,36,31,20001129,17,61.0
13716,122,3.0,28,12,2006,21,13,41,20061228,76,203.5
32634,123,4.0,10,3,2007,23,37,57,20070310,112,450.5
65881,124,3.0,28,11,2004,22,12,51,20041128,3,11.0
55468,125,4.5,7,6,2008,16,19,3,20080607,96,343.5
51673,126,1.0,10,9,2000,15,37,34,20000910,36,66.5
30167,128,3.5,5,10,2003,6,45,45,20031005,4,15.0
70362,129,3.0,2,9,2001,23,30,27,20010902,7,20.5
60963,130,0.5,30,12,2008,18,55,44,20081230,4,10.5
2852,131,3.0,27,9,2001,12,7,1,20010927,5,13.0
40872,132,4.0,13,1,2001,4,10,59,20010113,44,108.0
23850,134,4.5,15,3,2006,7,2,51,20060315,1,4.5
34579,135,1.5,24,7,2005,22,25,31,20050724,100,270.0
5829,136,4.0,6,2,2003,17,45,48,20030206,2,9.0
53315,137,3.0,23,11,2005,14,16,10,20051123,4,12.5
30687,139,2.5,8,6,2006,19,22,15,20060608,1,2.5
58087,140,3.5,4,9,2003,18,59,56,20030904,57,164.5
49527,141,3.5,22,10,2007,7,16,53,20071022,491,1660.0
26242,143,4.0,18,10,2004,2,17,45,20041018,1,4.0
1860,144,3.0,13,12,1999,17,32,42,19991213,80,265.0
48117,145,1.0,22,8,2005,13,2,34,20050822,383,1187.0
61805,146,3.0,16,9,2001,1,50,2,20010916,17,36.5
44117,147,4.0,15,7,2006,0,10,24,20060715,113,381.5
30167,148,2.5,5,10,2003,9,48,24,20031005,12,36.5
48856,149,3.0,26,8,2005,13,6,37,20050826,24,88.0
22609,150,3.5,1,2,2007,15,14,26,20070201,1072,3929.0
59082,151,2.5,6,5,2008,20,12,25,20080506,268,897.0
29892,152,4.5,16,3,2005,2,49,16,20050316,17,62.5
32308,153,1.0,14,1,2008,22,52,52,20080114,770,2060.5
7181,154,4.0,9,10,2001,0,45,47,20011009,89,337.5
15722,155,4.0,27,12,2005,5,38,42,20051227,24,77.5
69504,156,3.5,13,8,2005,4,13,42,20050813,22,66.0
50265,157,1.0,9,10,1999,16,43,54,19991009,86,230.5
22198,158,0.5,1,5,2005,13,20,14,20050501,353,937.5
34197,159,3.5,31,10,2003,14,56,26,20031031,63,218.5
32412,160,4.0,14,11,2004,18,41,47,20041114,298,680.5
32011,161,4.0,4,8,2000,6,11,56,20000804,398,1424.0
49527,162,4.5,22,10,2007,16,35,9,20071022,146,575.5
12051,163,3.0,24,1,2006,21,59,50,20060124,467,1567.0
30687,164,3.5,7,4,2006,16,36,46,20060407,83,274.0
55790,165,4.0,20,4,2008,21,35,58,20080420,805,2734.5
27302,166,4.5,2,11,2008,22,46,36,20081102,31,93.0
8114,167,3.0,19,1,1999,14,48,49,19990119,3,9.5
60166,168,2.0,8,9,2006,6,56,45,20060908,311,866.0
8148,169,0.5,1,8,2008,1,4,33,20080801,111,201.0
33880,170,2.0,28,11,2004,6,18,29,20041128,278,856.0
32294,171,3.5,7,6,2005,20,3,51,20050607,34,127.0
55620,172,0.5,16,6,2007,22,48,5,20070616,365,962.5
67306,173,2.5,13,11,2005,15,14,34,20051113,443,1063.5
25038,174,2.5,24,8,2008,20,9,58,20080824,52,100.0
41391,175,4.0,8,12,2002,19,42,58,20021208,182,632.0
18059,176,3.5,8,6,2003,5,42,44,20030608,68,256.0
16003,177,4.0,20,3,2000,16,42,20,20000320,39,117.0
12296,178,4.0,27,5,1998,15,19,9,19980527,10,36.5
19982,179,3.5,28,4,2006,6,31,27,20060428,18,43.5
12888,180,5.0,27,1,2006,17,52,53,20060127,337,1198.5
67687,181,0.5,30,11,2005,4,32,18,20051130,63,91.0
29942,182,3.5,23,10,2005,0,19,39,20051023,10,30.0
1860,183,3.5,15,5,2003,21,49,18,20030515,15,45.0
34329,184,1.0,12,1,2003,5,56,59,20030112,9,26.5
6227,185,4.0,23,11,2004,13,38,54,20041123,598,1641.0
49527,186,3.0,22,10,2007,17,46,24,20071022,261,682.0
54767,187,4.0,9,8,2006,3,32,9,20060809,33,108.5
30687,188,3.0,22,6,2006,16,38,59,20060622,73,232.5
53315,189,3.5,16,2,2005,14,54,44,20050216,4,13.5
23172,190,3.0,7,1,2000,17,40,51,20000107,39,135.0
57835,191,2.5,11,10,2005,21,51,56,20051011,42,100.5
26589,193,2.0,22,6,2006,7,3,43,20060622,208,429.5
47911,194,4.0,26,12,2004,6,53,11,20041226,164,612.5
8114,195,3.0,19,1,1999,14,56,22,19990119,51,150.5
68441,196,1.5,15,8,2007,10,10,37,20070815,360,948.5
7461,197,4.0,19,11,2000,19,34,20,20001119,3,10.5
24695,198,4.0,22,8,2000,6,22,41,20000822,223,770.0
8114,199,5.0,19,1,1999,14,24,3,19990119,59,214.0
52983,200,4.0,20,12,1999,7,37,36,19991220,3,6.5
23172,201,1.0,19,2,1999,11,9,1,19990219,10,24.0
533,202,3.0,12,4,2003,19,6,55,20030412,13,42.0
30167,203,2.0,5,10,2003,9,52,46,20031005,110,334.5
64363,204,3.0,7,1,2005,19,55,11,20050107,146,335.5
7181,205,3.5,3,2,2006,18,50,55,20060203,21,71.5
7181,206,2.0,9,10,2001,3,39,23,20011009,17,46.5
16047,207,3.5,5,1,2007,15,45,38,20070105,107,342.0
40328,208,0.5,11,4,2007,11,9,15,20070411,788,2073.0
52328,209,4.0,17,9,2005,0,34,22,20050917,15,45.0
9595,210,3.0,30,5,2003,19,54,1,20030530,17,53.5
45586,211,5.0,7,1,2000,21,12,12,20000107,15,60.5
25038,212,2.0,30,10,2008,3,18,50,20081030,15,33.0
15780,213,5.0,7,2,2006,7,10,2,20060207,43,170.0
7727,214,4.0,30,5,2006,15,18,48,20060530,32,127.0
50265,215,5.0,8,1,2005,23,27,33,20050108,239,945.0
24234,216,3.5,17,5,2003,5,10,33,20030517,277,865.5
40872,217,4.0,13,1,2001,4,5,58,20010113,13,28.0
66892,218,3.0,5,5,2004,1,35,11,20040505,73,217.0
12760,219,4.0,17,2,2006,2,26,51,20060217,4,11.5
13815,220,3.0,20,4,1999,14,7,1,19990420,5,14.0
58087,222,4.0,2,8,2001,4,24,7,20010802,92,302.0
38646,223,4.0,17,5,2006,21,50,39,20060517,738,2786.5
30687,224,2.0,7,4,2006,16,29,39,20060407,210,703.5
9595,225,3.5,30,5,2003,9,19,18,20030530,174,532.0
30167,226,2.0,7,10,2003,6,41,30,20031007,1,2.0
11824,227,3.5,4,11,2007,21,31,13,20071104,67,186.0
44041,228,4.0,2,1,2000,5,18,27,20000102,8,25.0
30500,229,3.5,10,3,2004,15,44,17,20040310,57,197.5
63405,230,3.0,4,2,2001,1,11,57,20010204,160,582.5
17653,231,3.0,13,4,2005,16,54,24,20050413,954,2788.0
57696,232,4.5,18,12,2008,8,9,1,20081218,146,592.0
31784,233,3.0,21,4,2000,23,6,25,20000421,76,255.0
1224,234,2.0,31,5,2002,5,20,30,20020531,29,63.5
65500,235,4.0,18,1,2006,23,14,58,20060118,469,1750.0
66553,236,3.0,7,10,2006,23,3,47,20061007,263,821.0
65436,237,1.0,21,1,2001,6,53,38,20010121,91,270.0
33577,238,3.0,15,4,2004,1,33,31,20040415,13,34.0
40737,239,2.0,6,1,2003,13,22,8,20030106,95,263.0
60303,240,2.5,6,8,2007,1,5,8,20070806,9,24.0
12621,241,3.5,30,7,2004,6,7,41,20040730,13,39.5
21693,242,3.0,11,7,2002,11,36,12,20020711,28,88.5
38527,243,2.0,3,1,2004,0,50,51,20040103,6,11.0
47438,244,2.5,4,7,2006,4,15,5,20060704,9,27.0
7461,245,4.0,19,11,2000,19,19,5,20001119,6,19.5
50670,246,5.0,1,6,2001,21,14,5,20010601,172,671.0
8517,247,4.0,23,3,2008,22,16,16,20080323,237,889.5
2429,248,4.0,9,11,2006,21,4,8,20061109,24,62.0
23858,249,3.0,8,7,2001,19,13,56,20010708,101,381.0
13694,250,1.0,2,1,2007,5,52,13,20070102,26,76.0
48919,251,4.0,30,11,2004,4,43,53,20041130,4,11.0
31523,252,4.0,20,2,2008,16,54,6,20080220,190,594.0
36060,253,2.5,16,4,2007,21,23,38,20070416,752,2701.5
6757,254,2.0,25,10,2002,21,40,5,20021025,9,23.5
51284,255,3.0,9,9,2000,6,35,1,20000909,18,33.5
29061,256,1.0,27,5,2005,13,41,36,20050527,266,632.0
58087,257,3.0,12,11,2002,21,0,18,20021112,59,176.5
62332,258,1.0,30,11,2003,22,58,56,20031130,35,75.5
23437,259,4.5,1,6,2007,2,39,30,20070601,34,99.5
27951,260,4.0,1,1,2008,22,20,50,20080101,1365,5563.0
67199,261,3.5,13,6,2008,13,36,29,20080613,194,680.0
11338,262,3.0,23,11,2000,19,58,59,20001123,85,308.0
8114,263,5.0,19,1,1999,14,35,53,19990119,10,30.5
39935,264,3.5,18,4,2008,21,16,56,20080418,6,23.0
31937,265,4.5,22,7,2007,1,27,45,20070722,212,803.5
13230,266,4.0,29,1,2006,4,43,42,20060129,311,1048.5
67488,267,1.0,7,8,2007,9,40,36,20070807,104,248.5
12296,268,2.0,27,5,1998,15,27,24,19980527,19,59.5
43102,269,4.0,19,8,2000,2,55,45,20000819,5,17.0
58087,270,4.0,6,8,2002,6,31,43,20020806,20,59.0
6393,271,1.0,3,1,2006,21,29,49,20060103,15,46.5
3301,272,2.0,21,7,2000,22,39,30,20000721,167,612.0
25408,273,4.0,3,5,2003,14,43,28,20030503,172,540.0
8683,274,2.0,9,12,2006,0,28,45,20061209,25,57.5
30500,275,1.5,5,3,2007,15,57,11,20070305,33,83.0
44117,276,3.5,15,7,2006,0,9,54,20060715,72,186.5
60693,277,3.0,16,12,2007,12,56,28,20071216,169,511.5
51033,278,3.0,1,11,1999,20,49,32,19991101,16,40.5
27685,279,3.5,16,8,2003,20,46,18,20030816,15,47.5
28105,280,3.0,2,11,2005,22,20,7,20051102,86,302.0
71509,281,4.5,3,8,2007,17,36,10,20070803,49,188.0
23422,282,3.5,19,3,2004,10,44,15,20040319,233,757.5
33349,283,4.0,16,3,2000,22,29,29,20000316,4,13.0
62332,284,1.5,20,12,2004,23,18,10,20041220,1,1.5
13815,285,1.0,2,7,1999,15,27,5,19990702,1,1.0
17755,286,2.0,14,4,2005,2,54,21,20050414,2,3.0
65308,287,1.0,25,4,2004,8,2,51,20040425,7,19.5
28492,288,4.0,21,2,2007,16,9,32,20070221,637,2156.0
61869,289,3.0,6,6,2002,16,32,10,20020606,57,182.0
38340,290,3.5,23,1,2008,15,46,47,20080123,132,515.5
28665,291,0.5,12,4,2006,9,10,51,20060412,19,29.5
38801,292,3.0,4,7,2004,17,36,54,20040704,584,1853.5
27072,293,4.5,13,12,2008,11,51,43,20081213,859,3532.5
44068,294,2.5,14,9,2003,7,59,40,20030914,10,27.5
29343,295,4.5,24,11,2004,23,10,33,20041124,12,35.0
58657,296,4.0,15,12,2006,21,39,47,20061215,1537,6514.5
53996,297,3.0,6,1,2003,21,32,50,20030106,3,8.0
36306,298,4.5,3,4,2007,7,7,1,20070403,8,32.5
42688,299,4.0,6,1,2007,22,19,31,20070106,67,251.5
69625,300,4.0,14,9,2001,23,30,9,20010914,393,1435.5
6352,301,3.0,4,7,2002,0,51,48,20020704,11,34.5
5917,302,4.0,3,3,2000,16,33,13,20000303,42,160.5
18724,303,2.5,16,11,2007,21,11,28,20071116,175,517.5
38437,304,2.0,28,11,2007,3,6,31,20071128,8,22.5
65851,305,3.0,11,11,2005,22,3,38,20051111,60,169.0
14653,306,3.5,10,8,2005,17,14,1,20050810,206,834.5
7252,307,5.0,29,11,2006,20,51,19,20061129,216,854.0
17909,308,0.5,14,8,2006,14,11,3,20060814,182,700.0
64821,309,4.0,26,8,2001,3,58,2,20010826,6,20.5
47592,310,1.5,11,8,2005,5,11,21,20050811,6,11.5
70362,312,5.0,14,4,2002,19,53,18,20020414,26,56.5
13815,313,3.0,7,11,1999,15,8,52,19991107,27,73.5
37934,314,4.0,10,4,2000,17,27,51,20000410,92,353.0
44038,315,1.5,30,1,2006,5,54,0,20060130,222,579.0
52427,316,2.5,27,7,2006,15,57,45,20060727,714,2356.0
57420,317,2.0,25,6,2007,15,45,55,20070625,358,1014.0
53022,318,3.0,3,8,2006,3,54,0,20060803,1441,6290.5
27072,319,3.5,21,5,2005,17,51,49,20050521,207,743.0
30167,320,3.0,5,10,2003,9,39,23,20031005,4,13.0
18015,321,3.0,5,1,2006,10,47,5,20060105,28,98.5
64411,322,3.0,7,3,2003,21,59,40,20030307,92,338.0
52610,324,5.0,7,2,2001,16,7,4,20010207,22,86.5
41727,325,1.5,27,2,2008,17,28,28,20080227,18,43.0
38662,326,4.0,18,8,2003,23,5,48,20030818,38,157.0
39799,327,2.0,25,5,2006,20,17,18,20060525,184,506.0
14171,328,2.0,27,10,2007,1,0,42,20071027,48,138.0
2930,329,2.0,18,12,2005,1,58,8,20051218,454,1403.0
7612,330,3.0,30,3,2005,3,9,31,20050330,18,44.5
5917,331,2.0,10,11,1999,2,53,46,19991110,10,28.0
70116,332,3.0,27,6,2001,0,49,3,20010627,47,123.5
11244,333,3.5,15,7,2004,1,37,4,20040715,249,826.0
5917,334,3.0,25,4,2002,14,10,11,20020425,30,110.5
50670,335,4.0,21,5,2000,4,34,7,20000521,12,39.5
30687,336,1.0,26,6,2006,14,50,38,20060626,2,3.0
533,337,5.0,22,8,2003,21,11,14,20030822,513,1919.5
49527,338,3.0,22,10,2007,17,15,49,20071022,99,280.0
38722,339,3.0,18,5,2006,12,13,53,20060518,435,1393.5
8892,340,4.0,31,1,2005,2,37,46,20050131,24,74.5
19587,341,3.5,22,11,2005,6,36,16,20051122,10,34.0
65436,342,1.0,21,1,2001,6,39,9,20010121,267,931.0
62332,343,1.0,16,8,2004,1,16,28,20040816,24,56.5
44068,344,3.0,29,4,2000,10,8,48,20000429,1049,3056.5
63375,345,4.5,18,7,2007,22,43,23,20070718,296,1066.0
37568,346,3.0,22,12,2004,16,38,3,20041222,42,147.0
59401,347,4.0,9,10,2005,17,48,27,20051009,55,191.5
21693,348,3.0,12,3,2002,15,4,56,20020312,147,543.5
49582,349,3.0,28,7,2006,14,0,54,20060728,500,1739.0
2517,350,4.0,25,5,2004,0,27,12,20040525,319,1035.0
22198,351,2.5,5,5,2005,19,12,50,20050505,68,216.0
9060,352,4.0,9,6,2000,13,17,24,20000609,24,81.0
13716,353,3.5,28,12,2006,20,44,15,20061228,525,1825.0
51954,354,3.5,13,2,2005,16,58,13,20050213,24,74.0
13938,355,3.0,30,8,2008,21,35,44,20080830,322,698.5
11515,356,3.0,15,10,2007,6,38,37,20071015,1568,6162.5
35488,357,3.5,26,1,2008,20,16,26,20080126,731,2577.5
1860,358,2.0,9,7,2002,18,48,17,20020709,49,151.5
26920,359,2.0,21,11,2000,7,26,32,20001121,3,6.5
36294,360,3.0,12,12,2004,0,48,47,20041212,43,105.5
44129,361,2.5,3,5,2007,1,7,55,20070503,105,340.0
35105,362,3.0,29,3,2000,9,1,47,20000329,131,385.0
34579,363,4.0,6,12,2002,20,10,21,20021206,17,68.0
60190,364,3.5,21,9,2006,22,35,47,20060921,1032,3714.5
39617,365,4.0,21,10,1999,22,32,32,19991021,63,194.5
22872,366,2.0,2,12,2005,11,2,42,20051202,64,187.5
6625,367,3.5,30,4,2008,9,11,12,20080430,1057,3165.0
60661,368,1.5,16,3,2005,7,19,14,20050316,477,1568.5
71509,369,1.0,2,2,2005,23,19,14,20050202,31,98.5
67189,370,2.5,28,2,2007,1,44,9,20070228,477,1388.0
41103,371,2.5,3,6,2006,10,27,22,20060603,58,177.0
46890,372,3.5,29,2,2004,1,41,57,20040229,211,664.0
31784,373,4.0,21,4,2000,22,30,13,20000421,83,311.0
60556,374,1.5,15,3,2005,20,21,44,20050315,170,376.5
27685,375,3.5,12,6,2004,20,26,32,20040612,5,16.0
30687,376,3.0,7,6,2006,19,3,46,20060607,191,588.0
18082,377,3.5,26,4,2005,23,19,11,20050426,1141,3687.5
62332,378,1.0,10,2,2004,20,59,46,20040210,25,62.5
29202,379,2.0,26,9,2002,20,12,23,20020926,208,540.0
32634,380,2.0,10,3,2007,23,26,18,20070310,997,3267.0
26316,381,4.0,26,7,2003,21,15,31,20030726,78,256.0
69576,382,3.5,18,8,2007,17,0,50,20070818,181,514.0
62880,383,3.0,30,4,2002,23,8,23,20020430,111,363.0
5917,384,4.0,11,11,1999,6,18,20,19991111,16,42.0
12296,385,3.0,27,5,1998,15,24,2,19980527,5,19.0
13815,386,3.0,12,9,2003,12,44,19,20030912,12,36.5
69213,387,3.0,12,10,2001,8,47,53,20011012,19,50.0
3301,388,3.5,24,8,2003,2,49,31,20030824,16,56.0
56535,389,2.0,26,9,2005,1,17,21,20050926,5,15.0
62332,390,4.5,14,8,2004,5,59,53,20040814,41,135.5
27313,391,3.0,9,6,2001,19,35,7,20010609,9,23.5
8114,392,5.0,19,1,1999,15,37,17,19990119,8,32.5
70116,393,1.0,4,2,2001,5,44,21,20010204,126,221.0
12759,394,4.5,31,7,2004,0,44,19,20040731,5,20.5
30167,395,3.5,5,10,2003,9,17,26,20031005,1,3.5
6757,396,0.5,20,7,2006,22,21,23,20060720,2,3.5
9060,397,3.0,22,9,2000,1,24,11,20000922,2,5.0
26674,398,4.0,24,8,2003,22,53,38,20030824,1,4.0
71331,401,2.0,6,11,1999,1,22,0,19991106,3,11.5
41178,402,3.0,22,12,2006,3,11,33,20061222,2,6.5
6302,404,5.0,24,11,2006,16,42,1,20061124,1,5.0
9117,405,1.0,4,6,1999,17,38,33,19990604,97,229.5
30167,406,2.5,5,10,2003,10,4,5,20031005,2,7.5
13815,407,2.0,1,7,1999,18,51,18,19990701,58,184.0
12949,408,3.0,27,12,2006,16,41,28,20061227,6,20.0
12309,409,2.5,12,7,2005,4,59,5,20050712,14,42.0
63405,410,1.0,7,5,2000,21,9,49,20000507,462,1338.0
40003,412,2.0,14,4,2007,21,56,35,20070414,103,361.0
70743,413,3.0,21,9,2001,12,59,31,20010921,150,413.5
71107,414,2.5,26,8,2007,6,10,53,20070826,34,81.5
33880,415,2.5,24,11,2004,5,55,46,20041124,61,153.5
62880,416,3.5,26,8,2003,19,33,42,20030826,26,67.5
17999,417,3.0,30,5,2002,3,52,46,20020530,54,192.0
28665,418,1.0,12,4,2006,13,28,30,20060412,12,31.0
69153,419,1.0,4,8,2008,1,51,44,20080804,104,232.5
24517,420,2.5,11,12,2007,23,46,21,20071211,388,983.5
29435,421,2.5,30,8,2006,2,10,27,20060830,33,105.5
68899,423,2.0,18,10,2001,14,41,46,20011018,75,226.5
65081,424,2.5,24,6,2005,11,0,47,20050624,38,97.5
6757,425,2.0,5,7,2002,9,34,44,20020705,21,65.0
30687,426,2.5,7,4,2006,17,8,30,20060407,71,211.0
30174,427,3.0,31,5,2005,5,41,46,20050531,68,152.5
38934,428,5.0,8,2,2008,12,36,13,20080208,148,557.0
21244,429,1.5,17,5,2003,5,35,30,20030517,55,119.0
40837,430,3.0,7,5,2001,15,39,2,20010507,14,31.5
6571,431,4.5,4,1,2006,18,3,5,20060104,286,1094.0
23858,432,2.0,20,3,2000,5,0,26,20000320,250,625.0
8114,433,1.0,28,12,1999,23,35,46,19991228,17,39.5
57606,434,3.0,6,9,2006,10,18,46,20060906,563,1551.0
34101,435,2.5,24,1,2008,8,18,40,20080124,313,748.5
30500,436,1.5,2,11,2004,17,6,43,20041102,41,110.0
71420,437,1.0,6,7,2000,21,35,39,20000706,22,53.0
44264,438,3.5,2,9,2003,11,41,43,20030902,26,70.0
25411,440,3.5,15,5,2005,4,0,13,20050515,388,1340.5
6352,441,3.5,18,5,2004,1,32,8,20040518,250,921.5
2455,442,3.5,24,5,2004,18,12,38,20040524,564,1627.0
12760,443,4.0,27,1,2006,2,49,33,20060127,11,38.5
69576,444,2.0,20,10,2007,16,35,6,20071020,27,64.0
28855,445,3.0,5,11,2002,21,22,45,20021105,30,80.0
17835,446,4.0,29,8,2004,4,21,13,20040829,75,299.0
8114,447,2.0,27,9,2002,18,57,22,20020927,7,18.0
23228,448,4.0,17,2,2004,3,32,59,20040217,76,275.5
58087,449,4.0,29,8,2003,19,47,44,20030829,22,75.0
71055,450,2.0,16,7,2005,20,43,21,20050716,62,191.0
