userID,movieID,rating,date_day,date_month,date_year,date_hour,date_minute,date_second,realdate,freq
493,4306,4,8,7,2008,8,20,48,20080708,1077
493,6539,5,7,7,2008,22,55,3,20080707,1047
493,6874,4,17,7,2008,8,50,23,20080717,1010
493,7361,4.5,7,7,2008,23,3,12,20080707,1035
493,8961,3.5,8,7,2008,8,46,2,20080708,1070
493,32587,4.5,7,7,2008,23,18,31,20080707,1079
493,33794,3.5,8,9,2008,21,21,14,20080908,1163
533,6874,2,20,9,2006,21,52,41,20060920,1010
533,8961,4,18,10,2005,6,37,34,20051018,1070
533,32587,4,8,7,2005,21,59,50,20050708,1079
533,33794,4,13,7,2005,6,6,14,20050713,1163
545,260,2,31,10,2006,22,58,49,20061031,1026
545,296,5,31,10,2006,22,50,50,20061031,1206
545,318,5,31,10,2006,23,5,47,20061031,1128
545,356,5,31,10,2006,23,25,13,20061031,1216
545,480,4,31,10,2006,23,25,15,20061031,1078
545,593,4,31,10,2006,23,7,44,20061031,1092
545,780,3,31,10,2006,23,25,34,20061031,1012
545,1270,5,31,10,2006,23,10,43,20061031,1046
545,2571,5,31,10,2006,23,12,34,20061031,1285
545,2762,5,31,10,2006,23,9,55,20061031,1039
545,2858,5,31,10,2006,23,8,16,20061031,1111
545,2959,5,31,10,2006,23,6,48,20061031,1147
545,4226,4.5,31,10,2006,23,6,29,20061031,1002
545,4993,4.5,31,10,2006,22,58,28,20061031,1216
545,5952,4.5,31,10,2006,23,0,8,20061031,1203
545,6874,4.5,31,10,2006,23,12,16,20061031,1010
545,7153,5,31,10,2006,23,0,6,20061031,1173
545,7361,4,31,10,2006,23,8,51,20061031,1035
545,8961,4.5,31,10,2006,22,59,57,20061031,1070
545,32587,4.5,31,10,2006,23,13,58,20061031,1079
545,33794,3.5,31,10,2006,23,6,34,20061031,1163
548,260,5,28,8,2007,19,34,57,20070828,1026
548,296,4,28,8,2007,19,37,53,20070828,1206
548,318,5,28,8,2007,19,34,36,20070828,1128
580,6874,4,1,11,2006,10,55,6,20061101,1010
580,7153,5,1,11,2006,1,24,32,20061101,1173
622,260,5,8,7,2008,4,40,38,20080708,1026
622,296,5,8,7,2008,4,41,32,20080708,1206
622,318,4.5,8,7,2008,4,19,45,20080708,1128
622,356,4.5,8,7,2008,4,45,31,20080708,1216
622,480,4,8,7,2008,12,47,33,20080708,1078
622,593,5,8,7,2008,4,42,26,20080708,1092
622,780,5,8,7,2008,13,2,25,20080708,1012
622,2571,5,8,7,2008,4,41,41,20080708,1285
622,2762,5,8,7,2008,13,4,3,20080708,1039
622,2858,5,8,7,2008,13,3,16,20080708,1111
622,2959,5,9,7,2008,1,52,35,20080709,1147
622,4306,3.5,8,7,2008,4,42,52,20080708,1077
622,4993,5,8,7,2008,4,45,13,20080708,1216
622,5952,4.5,8,7,2008,4,40,26,20080708,1203
622,7153,5,8,7,2008,4,44,26,20080708,1173
622,7361,5,8,7,2008,4,38,39,20080708,1035
622,32587,5,8,7,2008,12,59,52,20080708,1079
636,318,4,26,12,2005,13,13,58,20051226,1128
636,1270,3.5,1,1,2008,19,0,13,20080101,1046
636,5952,5,1,7,2006,9,34,40,20060701,1203
636,7153,5,6,7,2006,22,54,6,20060706,1173
636,32587,2,7,8,2006,0,13,3,20060807,1079
636,33794,3,24,7,2008,20,2,29,20080724,1163
637,2762,4,10,1,2007,15,21,30,20070110,1039
637,6874,4,6,12,2005,2,14,57,20051206,1010
728,296,5,29,8,2007,15,26,39,20070829,1206
728,2571,5,29,8,2007,15,37,0,20070829,1285
728,6874,5,29,8,2007,15,28,2,20070829,1010
728,32587,2,29,8,2007,15,28,11,20070829,1079
732,2858,3,2,11,2006,8,9,56,20061102,1111
783,260,3.5,26,1,2007,20,7,13,20070126,1026
783,318,3.5,2,11,2006,18,37,59,20061102,1128
783,480,2,26,1,2007,20,10,11,20070126,1078
783,593,0.5,26,1,2007,20,4,20,20070126,1092
783,1270,4,26,1,2007,20,6,5,20070126,1046
783,2571,3.5,26,1,2007,20,7,3,20070126,1285
783,4306,4.5,26,1,2007,20,7,44,20070126,1077
783,4993,4.5,26,1,2007,20,6,24,20070126,1216
783,5952,4,26,1,2007,20,7,41,20070126,1203
783,6539,3,26,1,2007,20,5,56,20070126,1047
783,7153,4.5,2,11,2006,18,34,57,20061102,1173
783,7361,3.5,26,1,2007,20,3,52,20070126,1035
783,8961,5,26,1,2007,20,3,22,20070126,1070
783,33794,2.5,26,1,2007,20,6,42,20070126,1163
788,318,4.5,31,8,2007,8,19,17,20070831,1128
788,356,4.5,31,8,2007,8,43,48,20070831,1216
788,480,4.5,31,8,2007,11,38,2,20070831,1078
788,593,5,31,8,2007,8,40,32,20070831,1092
788,780,4.5,31,8,2007,11,49,14,20070831,1012
788,1270,4.5,31,8,2007,12,1,0,20070831,1046
788,2571,5,31,8,2007,12,0,52,20070831,1285
788,2762,4.5,31,8,2007,8,52,16,20070831,1039
788,2858,4,31,8,2007,12,0,40,20070831,1111
788,2959,5,31,8,2007,8,41,7,20070831,1147
788,4226,4.5,30,8,2007,10,17,52,20070830,1002
788,4306,4.5,30,8,2007,11,37,32,20070830,1077
788,4993,4,29,8,2007,19,30,36,20070829,1216
788,5952,4,29,8,2007,19,30,39,20070829,1203
788,6539,4,29,8,2007,19,35,39,20070829,1047
788,6874,4.5,30,8,2007,10,31,44,20070830,1010
788,7153,4,29,8,2007,19,30,23,20070829,1173
788,7361,3,29,8,2007,19,28,30,20070829,1035
788,8961,4,29,8,2007,18,51,24,20070829,1070
788,32587,3.5,29,8,2007,19,30,51,20070829,1079
788,33794,4,29,8,2007,19,29,24,20070829,1163
894,2571,5,9,7,2008,7,12,35,20080709,1285
894,4993,4.5,9,7,2008,7,11,34,20080709,1216
894,5952,4,9,7,2008,7,11,41,20080709,1203
894,7153,4,9,7,2008,7,11,44,20080709,1173
922,318,4.5,30,8,2007,22,47,14,20070830,1128
922,356,5,30,8,2007,22,23,56,20070830,1216
922,480,4,30,8,2007,23,7,21,20070830,1078
922,780,4,30,8,2007,23,14,30,20070830,1012
922,1270,4.5,30,8,2007,23,15,16,20070830,1046
922,2571,4,30,8,2007,22,59,15,20070830,1285
922,2762,4,30,8,2007,23,16,14,20070830,1039
922,2959,5,30,8,2007,22,31,26,20070830,1147
922,4306,4.5,30,8,2007,23,9,1,20070830,1077
922,4993,4,30,8,2007,22,31,41,20070830,1216
922,5952,3.5,30,8,2007,23,19,12,20070830,1203
922,6539,4,30,8,2007,23,8,38,20070830,1047
922,7153,4,30,8,2007,22,23,2,20070830,1173
922,33794,3.5,30,8,2007,23,37,38,20070830,1163
937,318,4,3,11,2006,23,29,35,20061103,1128
937,2762,1.5,3,11,2006,23,26,5,20061103,1039
937,2959,3.5,3,11,2006,23,30,22,20061103,1147
937,4306,5,3,11,2006,23,29,31,20061103,1077
937,5952,4.5,3,11,2006,23,20,47,20061103,1203
937,7153,4.5,3,11,2006,23,25,53,20061103,1173
1017,2571,3.5,31,8,2007,13,15,36,20070831,1285
1017,4993,4.5,31,8,2007,13,15,14,20070831,1216
1017,5952,4.5,31,8,2007,13,15,20,20070831,1203
1017,7153,4.5,31,8,2007,13,15,17,20070831,1173
1035,296,5,31,8,2007,15,48,47,20070831,1206
1035,318,2.5,31,8,2007,16,5,45,20070831,1128
1035,356,3,31,8,2007,16,12,39,20070831,1216
1035,480,3,31,8,2007,16,12,47,20070831,1078
1035,593,5,31,8,2007,16,12,31,20070831,1092
1035,780,3,7,9,2007,17,38,3,20070907,1012
1035,1270,2.5,31,8,2007,16,14,34,20070831,1046
1035,2571,5,31,8,2007,15,47,29,20070831,1285
1035,2762,4,31,8,2007,16,15,33,20070831,1039
1035,2858,3,31,8,2007,16,14,32,20070831,1111
1035,2959,4,31,8,2007,16,17,11,20070831,1147
1035,4226,4,31,8,2007,16,33,39,20070831,1002
1035,4306,4.5,31,8,2007,16,1,46,20070831,1077
1035,4993,0.5,31,8,2007,16,25,20,20070831,1216
1035,5952,0.5,31,8,2007,16,25,29,20070831,1203
1035,6874,4,31,8,2007,15,49,43,20070831,1010
1035,7153,0.5,31,8,2007,16,25,22,20070831,1173
1035,8961,3.5,7,9,2007,17,39,17,20070907,1070
1035,32587,5,31,8,2007,15,49,49,20070831,1079
1035,33794,4,31,8,2007,16,25,58,20070831,1163
1047,8961,4,25,2,2008,8,20,10,20080225,1070
1047,33794,4.5,28,6,2008,18,39,10,20080628,1163
1117,5952,3.5,4,11,2006,22,34,59,20061104,1203
1118,296,4,9,7,2008,21,9,41,20080709,1206
1118,318,5,9,7,2008,20,59,40,20080709,1128
1118,356,4.5,9,7,2008,21,9,43,20080709,1216
1118,480,3.5,9,7,2008,21,9,49,20080709,1078
1118,780,4.5,9,7,2008,21,0,19,20080709,1012
1118,2571,3.5,9,7,2008,21,10,56,20080709,1285
1118,2858,4,9,7,2008,21,14,10,20080709,1111
1118,2959,5,9,7,2008,21,2,52,20080709,1147
1118,4226,4.5,9,7,2008,21,6,55,20080709,1002
1118,4306,4,9,7,2008,21,3,44,20080709,1077
1118,6874,4,9,7,2008,21,12,43,20080709,1010
1118,32587,4.5,9,7,2008,21,6,44,20080709,1079
1118,33794,4,9,7,2008,21,18,20,20080709,1163
1122,296,5,17,2,2008,2,51,53,20080217,1206
1122,318,3,6,1,2008,0,58,11,20080106,1128
1122,593,5,6,10,2007,3,2,29,20071006,1092
1122,2762,5,6,10,2007,3,0,29,20071006,1039
1122,2858,4.5,26,3,2008,0,38,7,20080326,1111
1122,4226,5,23,10,2007,4,18,2,20071023,1002
1122,7361,5,18,1,2008,6,29,39,20080118,1035
1160,260,5,10,7,2008,2,45,50,20080710,1026
1160,318,5,10,7,2008,2,35,35,20080710,1128
1160,356,5,10,7,2008,2,44,24,20080710,1216
1160,480,5,10,7,2008,3,6,2,20080710,1078
1160,593,4.5,10,7,2008,2,43,36,20080710,1092
1160,780,4,10,7,2008,2,45,52,20080710,1012
1160,1270,5,10,7,2008,2,55,17,20080710,1046
1160,2571,5,10,7,2008,2,45,42,20080710,1285
1160,2762,5,10,7,2008,2,43,28,20080710,1039
1160,2858,4.5,10,7,2008,2,42,55,20080710,1111
1160,2959,5,10,7,2008,2,34,58,20080710,1147
1160,4306,5,10,7,2008,2,43,33,20080710,1077
1160,4993,5,10,7,2008,2,45,16,20080710,1216
1160,5952,5,10,7,2008,2,42,45,20080710,1203
1160,6539,5,10,7,2008,2,35,24,20080710,1047
1160,6874,5,10,7,2008,2,35,3,20080710,1010
1160,7153,4.5,10,7,2008,2,44,13,20080710,1173
1160,7361,4,10,7,2008,2,42,32,20080710,1035
1160,8961,4.5,10,7,2008,14,38,50,20080710,1070
1160,33794,5,10,7,2008,3,4,30,20080710,1163
1164,296,4.5,10,3,2008,4,8,51,20080310,1206
1164,318,4,10,4,2008,8,18,20,20080410,1128
1164,480,2.5,10,4,2008,8,19,0,20080410,1078
1164,593,4,10,4,2008,8,15,5,20080410,1092
1164,780,2,10,4,2008,7,35,55,20080410,1012
1164,1270,2.5,10,4,2008,8,15,9,20080410,1046
1164,2571,4,10,4,2008,7,35,47,20080410,1285
1164,2762,4,10,4,2008,8,18,7,20080410,1039
1164,2858,5,10,4,2008,8,18,2,20080410,1111
1164,2959,4,24,5,2008,2,5,49,20080524,1147
1164,4226,4,9,4,2008,7,47,41,20080409,1002
1164,5952,4.5,10,4,2008,8,15,1,20080410,1203
1164,6874,4.5,10,4,2008,8,18,29,20080410,1010
1164,7361,4,9,4,2008,7,46,29,20080409,1035
1164,32587,4.5,10,4,2008,8,17,30,20080410,1079
1174,260,3.5,23,3,2005,6,36,36,20050323,1026
1174,296,3.5,31,10,2006,4,14,36,20061031,1206
1174,318,4,23,3,2005,6,55,14,20050323,1128
1174,356,4,23,3,2005,7,30,17,20050323,1216
1174,480,3,23,3,2005,6,59,33,20050323,1078
1174,593,3,23,3,2005,6,55,26,20050323,1092
1174,780,4,23,3,2005,7,30,7,20050323,1012
1174,1270,3.5,23,3,2005,6,58,17,20050323,1046
1174,2571,4,13,2,2006,4,35,22,20060213,1285
1174,2762,4,23,3,2005,6,55,6,20050323,1039
1174,2858,3,23,3,2005,6,56,1,20050323,1111
1174,2959,4,23,3,2005,7,48,5,20050323,1147
1174,4306,4.5,30,5,2008,5,39,38,20080530,1077
1174,4993,3,23,3,2005,7,49,24,20050323,1216
1174,5952,3.5,13,2,2006,1,56,1,20060213,1203
1174,6539,4.5,13,2,2006,4,46,0,20060213,1047
1174,7153,3,13,2,2006,1,56,44,20060213,1173
1174,8961,3.5,23,3,2005,6,55,16,20050323,1070
1174,32587,4.5,13,2,2006,1,57,3,20060213,1079
1174,33794,4.5,13,2,2006,1,55,35,20060213,1163
1198,260,4,1,9,2007,15,6,51,20070901,1026
1198,296,4,1,9,2007,14,53,21,20070901,1206
1198,318,5,1,9,2007,14,46,38,20070901,1128
1198,356,4,1,9,2007,15,9,13,20070901,1216
1198,480,2.5,1,9,2007,17,36,38,20070901,1078
1198,593,4.5,1,9,2007,14,57,25,20070901,1092
1198,780,4,1,9,2007,17,37,11,20070901,1012
1198,2571,4.5,1,9,2007,14,52,17,20070901,1285
1198,2762,3.5,1,9,2007,14,59,43,20070901,1039
1198,2858,4,1,9,2007,15,13,9,20070901,1111
1198,2959,4.5,1,9,2007,14,51,49,20070901,1147
1198,4226,4.5,1,9,2007,14,52,20,20070901,1002
1198,4306,3,1,9,2007,15,10,18,20070901,1077
1198,4993,5,1,9,2007,14,48,44,20070901,1216
1198,5952,5,1,9,2007,14,48,50,20070901,1203
1198,6539,2.5,1,9,2007,14,57,17,20070901,1047
1198,6874,4,1,9,2007,14,56,49,20070901,1010
1198,7153,5,1,9,2007,14,48,47,20070901,1173
1198,7361,5,1,9,2007,14,48,6,20070901,1035
1198,8961,4,1,9,2007,14,55,8,20070901,1070
1198,32587,5,1,9,2007,14,47,12,20070901,1079
1198,33794,4,1,9,2007,14,49,33,20070901,1163
1224,8961,4.5,17,3,2005,19,50,26,20050317,1070
1224,32587,4,17,8,2005,18,37,21,20050817,1079
1224,33794,4,6,8,2005,5,0,30,20050806,1163
1225,296,4,1,9,2007,18,15,28,20070901,1206
1225,2959,3.5,1,9,2007,17,38,52,20070901,1147
1225,4993,4,1,9,2007,18,28,20,20070901,1216
1225,6539,3.5,6,1,2008,17,16,40,20080106,1047
1225,7361,2.5,6,1,2008,17,19,31,20080106,1035
1267,260,5,10,9,2007,1,42,25,20070910,1026
1267,318,3,1,9,2007,21,53,11,20070901,1128
1267,480,4.5,10,9,2007,1,54,10,20070910,1078
1267,780,4.5,1,9,2007,22,17,50,20070901,1012
1267,1270,4,1,9,2007,21,49,21,20070901,1046
1267,2571,5,1,9,2007,21,47,13,20070901,1285
1267,2762,5,1,9,2007,21,54,53,20070901,1039
1267,2858,3,1,9,2007,22,12,29,20070901,1111
1267,4993,5,1,9,2007,21,47,34,20070901,1216
1267,5952,5,1,9,2007,21,53,6,20070901,1203
1267,6539,5,10,9,2007,1,45,25,20070910,1047
1267,6874,0.5,1,9,2007,22,28,52,20070901,1010
1267,7153,5,1,9,2007,22,36,32,20070901,1173
1267,8961,4.5,1,9,2007,21,47,26,20070901,1070
1267,33794,5,1,9,2007,21,53,50,20070901,1163
1278,296,4,27,5,2007,15,55,7,20070527,1206
1278,318,4,27,5,2007,15,55,6,20070527,1128
1278,356,3,21,6,2007,11,55,46,20070621,1216
1278,1270,3.5,18,6,2005,17,8,21,20050618,1046
1278,6539,3.5,21,6,2007,11,44,39,20070621,1047
1278,8961,4.5,21,6,2007,11,45,28,20070621,1070
1278,32587,4,27,5,2007,15,47,31,20070527,1079
1278,33794,3.5,18,6,2005,17,7,20,20050618,1163
1282,2959,4,2,9,2007,0,46,25,20070902,1147
1282,33794,4.5,2,9,2007,0,34,9,20070902,1163
1355,260,4,2,9,2007,12,59,1,20070902,1026
1355,296,5,2,9,2007,12,38,36,20070902,1206
1355,318,4,2,9,2007,12,58,55,20070902,1128
1355,356,4,2,9,2007,12,43,47,20070902,1216
1355,480,3.5,2,9,2007,12,58,51,20070902,1078
1355,593,4,2,9,2007,12,39,33,20070902,1092
1355,780,2,2,9,2007,12,59,28,20070902,1012
1355,1270,3.5,2,9,2007,13,1,4,20070902,1046
1355,2571,4.5,2,9,2007,12,40,0,20070902,1285
1355,2762,4,2,9,2007,12,41,34,20070902,1039
1355,2858,4,2,9,2007,12,12,20,20070902,1111
1355,2959,5,2,9,2007,12,38,16,20070902,1147
1355,4226,3.5,2,9,2007,13,7,46,20070902,1002
1355,4306,3.5,2,9,2007,12,28,23,20070902,1077
1355,4993,4,2,9,2007,13,4,30,20070902,1216
1355,5952,4,2,9,2007,13,5,14,20070902,1203
1355,6874,4,3,9,2007,13,24,42,20070903,1010
1355,7153,4,2,9,2007,13,8,24,20070902,1173
1355,7361,4.5,2,9,2007,13,13,57,20070902,1035
1355,8961,3,3,9,2007,13,12,23,20070903,1070
1355,32587,4,3,9,2007,13,34,10,20070903,1079
1392,260,2,7,11,2006,0,31,7,20061107,1026
1392,296,5,6,11,2006,0,4,57,20061106,1206
1392,318,4,10,2,2007,22,53,48,20070210,1128
1392,356,3,6,11,2006,0,16,40,20061106,1216
1392,480,3,6,11,2006,0,3,58,20061106,1078
1392,593,5,6,11,2006,0,3,48,20061106,1092
1392,780,1.5,6,11,2006,0,4,37,20061106,1012
1392,1270,2.5,7,11,2006,0,14,54,20061107,1046
1392,2571,2.5,13,2,2007,3,15,46,20070213,1285
1392,2762,5,6,11,2006,0,3,10,20061106,1039
1392,2858,4,6,11,2006,0,4,52,20061106,1111
1392,2959,3,13,2,2007,3,15,55,20070213,1147
1392,4306,5,6,11,2006,0,3,25,20061106,1077
1392,4993,5,6,11,2006,0,5,16,20061106,1216
1392,5952,5,5,11,2006,23,56,51,20061105,1203
1392,6539,3.5,6,11,2006,0,2,50,20061106,1047
1392,6874,5,6,11,2006,0,17,50,20061106,1010
1392,7153,5,5,11,2006,23,58,38,20061105,1173
1392,8961,3,24,3,2007,2,49,7,20070324,1070
1392,32587,5,6,11,2006,0,19,48,20061106,1079
1392,33794,4,13,2,2007,3,13,7,20070213,1163
1496,260,4.5,4,9,2007,19,17,33,20070904,1026
1496,296,4.5,3,9,2007,1,9,51,20070903,1206
1496,318,4.5,3,9,2007,1,6,42,20070903,1128
1496,356,4,26,9,2007,19,45,45,20070926,1216
1496,593,4,3,9,2007,1,10,26,20070903,1092
1496,2571,4,3,9,2007,1,5,39,20070903,1285
1496,2762,4,6,9,2007,2,24,30,20070906,1039
1496,2858,4,3,9,2007,1,9,45,20070903,1111
1496,2959,4.5,3,9,2007,1,5,39,20070903,1147
1496,4226,5,3,9,2007,1,6,48,20070903,1002
1496,4306,4.5,17,9,2007,0,9,3,20070917,1077
1496,4993,3.5,3,9,2007,1,9,35,20070903,1216
1496,5952,4.5,3,9,2007,1,9,49,20070903,1203
1496,6874,4.5,17,9,2007,0,9,0,20070917,1010
1496,7153,5,3,9,2007,1,5,39,20070903,1173
1496,7361,5,3,9,2007,1,0,24,20070903,1035
1496,8961,4.5,3,9,2007,1,5,44,20070903,1070
1496,32587,5,6,9,2007,2,17,13,20070906,1079
1496,33794,5,3,9,2007,1,1,25,20070903,1163
1504,8961,5,3,9,2007,3,3,5,20070903,1070
1510,318,4.5,7,11,2006,0,3,51,20061107,1128
1510,593,4,15,4,2007,4,31,0,20070415,1092
1510,2762,4,6,11,2006,5,57,58,20061106,1039
1510,2858,4.5,15,4,2007,4,30,57,20070415,1111
1510,2959,4,28,3,2008,21,55,16,20080328,1147
1510,4306,4,6,11,2006,5,56,7,20061106,1077
1510,4993,4,6,11,2006,6,1,13,20061106,1216
1510,5952,4,6,11,2006,5,51,19,20061106,1203
1510,6539,4,7,11,2006,0,4,52,20061107,1047
1510,7153,4.5,6,11,2006,5,52,8,20061106,1173
1510,7361,3,22,4,2007,23,3,22,20070422,1035
1510,8961,4.5,6,11,2006,5,54,56,20061106,1070
1510,33794,4,6,11,2006,5,54,41,20061106,1163
1547,260,4.5,11,12,2005,19,23,37,20051211,1026
1547,296,4.5,11,12,2005,19,34,47,20051211,1206
1547,318,4,1,12,2006,0,6,44,20061201,1128
1547,356,4.5,11,12,2005,19,34,52,20051211,1216
1547,480,4.5,11,12,2005,19,32,25,20051211,1078
1547,593,4.5,11,12,2005,19,34,50,20051211,1092
1547,780,3.5,11,12,2005,19,35,17,20051211,1012
1547,1270,4,1,12,2006,0,6,11,20061201,1046
1547,2571,5,29,12,2005,7,13,51,20051229,1285
1547,2762,4,29,12,2005,7,14,0,20051229,1039
1547,2858,5,29,12,2005,7,17,4,20051229,1111
1547,2959,4,29,12,2005,7,14,59,20051229,1147
1547,4306,4,29,12,2005,7,16,12,20051229,1077
1547,4993,4.5,11,12,2005,19,23,11,20051211,1216
1547,5952,5,11,12,2005,19,17,59,20051211,1203
1547,6539,4.5,11,12,2005,19,27,54,20051211,1047
1547,6874,4.5,11,12,2005,19,28,16,20051211,1010
1547,7153,5,11,12,2005,19,22,30,20051211,1173
1547,7361,4,11,12,2005,19,24,33,20051211,1035
1547,8961,5,23,4,2006,18,29,36,20060423,1070
1547,32587,3.5,29,12,2005,7,16,43,20051229,1079
1547,33794,4.5,11,12,2005,19,22,54,20051211,1163
1632,2959,4,23,10,2007,8,40,30,20071023,1147
1632,6539,3.5,23,1,2005,18,3,45,20050123,1047
1632,32587,5,9,4,2005,21,26,34,20050409,1079
1632,33794,4,29,6,2005,3,5,14,20050629,1163
1652,296,5,4,9,2007,7,31,55,20070904,1206
1652,318,4,17,9,2007,7,43,56,20070917,1128
1652,356,4,22,9,2007,7,54,1,20070922,1216
1652,593,4,22,9,2007,7,54,47,20070922,1092
1652,2858,4.5,17,9,2007,7,26,52,20070917,1111
1652,2959,5,4,9,2007,7,39,55,20070904,1147
