userID,movieID,rating,date_day,date_month,date_year,date_hour,date_minute,date_second,realdate,freq
190,736,3.0,02,07,2007,18,43,26,20070702,202
190,858,1.0,09,10,2007,18,52,42,20071009,287
190,919,4.0,02,07,2007,18,44,1,20070702,157
190,924,3.5,02,07,2007,18,44,26,20070702,195
190,1097,3.0,11,01,2008,19,19,18,20080111,224
190,1136,4.5,29,06,2007,22,5,58,20070629,243
190,1196,5.0,09,10,2007,18,32,9,20071009,295
190,1527,3.5,09,10,2007,18,32,43,20071009,250
190,1682,3.5,11,01,2008,19,17,56,20080111,221
190,2396,2.0,09,10,2007,18,43,48,20071009,152
190,2640,2.5,02,07,2007,18,33,12,20070702,101
190,4022,4.5,29,06,2007,22,3,17,20070629,185
190,4370,2.5,01,08,2007,18,47,27,20070801,139
190,5816,3.0,28,11,2007,18,13,53,20071128,180
190,6333,3.5,02,07,2007,18,38,11,20070702,198
190,6373,3.0,09,10,2007,18,34,26,20071009,159
190,6537,3.0,28,11,2007,18,17,59,20071128,125
190,6539,5.0,28,05,2007,17,3,56,20070528,320
190,6874,3.0,28,11,2007,18,18,50,20071128,311
190,7143,2.5,05,01,2008,22,40,2,20080105,144
190,7438,1.5,28,11,2007,18,21,58,20071128,280
190,34405,5.0,09,10,2007,18,31,57,20071009,134
190,36529,2.0,09,10,2007,18,25,13,20071009,122
190,40815,4.0,01,08,2007,18,46,3,20070801,190
190,45499,3.0,02,07,2007,18,38,49,20070702,182
190,46530,2.0,28,06,2007,17,56,41,20070628,140
190,48394,3.5,23,03,2007,20,52,53,20070323,442
190,50872,3.5,19,11,2007,18,8,46,20071119,267
190,51662,4.0,26,03,2007,20,18,50,20070326,439
190,52722,2.5,02,07,2007,18,35,39,20070702,240
190,53125,4.0,28,05,2007,17,3,8,20070528,257
190,53464,3.0,19,11,2007,18,7,49,20071119,115
190,53996,4.0,31,10,2007,15,36,32,20071031,248
190,54001,4.5,23,07,2007,21,41,28,20070723,269
267,296,2.5,10,10,2007,22,38,45,20071010,372
267,356,4.0,10,10,2007,22,38,53,20071010,377
267,750,3.0,10,10,2007,22,46,55,20071010,200
267,858,2.5,10,10,2007,22,46,0,20071010,287
267,1221,3.0,10,10,2007,23,7,23,20071010,214
267,3994,3.0,10,10,2007,22,54,23,20071010,154
267,6333,2.5,10,10,2007,22,50,4,20071010,198
267,6365,3.5,10,10,2007,22,50,53,20071010,277
267,6539,2.5,10,10,2007,22,48,37,20071010,320
267,33493,2.0,10,10,2007,22,49,40,20071010,219
267,44555,4.0,06,11,2007,19,46,32,20071106,190
267,48385,0.5,10,10,2007,22,51,12,20071010,328
267,48774,3.0,10,10,2007,23,8,42,20071010,411
267,51540,2.5,10,10,2007,22,55,13,20071010,229
267,52328,3.5,10,10,2007,23,20,23,20071010,140
267,54286,2.5,10,10,2007,23,21,5,20071010,322
325,50,4.5,09,08,2007,3,55,52,20070809,278
325,1201,3.5,01,03,2007,11,3,30,20070301,111
325,1682,2.5,09,08,2007,3,56,12,20070809,221
325,45720,3.5,01,03,2007,10,55,17,20070301,139
325,46972,2.0,22,07,2007,23,9,12,20070722,149
325,47629,5.0,01,03,2007,10,54,54,20070301,203
325,50872,3.5,21,01,2008,21,19,18,20080121,267
325,51084,2.5,01,03,2007,10,56,6,20070301,104
325,51255,4.5,09,08,2007,3,55,56,20070809,329
383,6,3.0,11,04,2007,6,15,41,20070411,121
383,32,2.0,11,04,2007,6,0,53,20070411,266
383,111,4.0,11,04,2007,6,16,39,20070411,167
383,165,0.5,24,12,2007,7,48,3,20071224,194
383,185,1.0,11,04,2007,6,14,40,20070411,109
383,208,2.5,11,04,2007,6,14,31,20070411,164
383,253,3.0,11,04,2007,6,14,27,20070411,160
383,292,3.0,11,04,2007,6,13,42,20070411,120
383,296,4.0,11,04,2007,6,5,1,20070411,372
383,316,1.0,11,04,2007,6,12,41,20070411,152
383,357,3.0,11,04,2007,6,13,57,20070411,137
383,367,0.5,11,04,2007,6,13,17,20070411,241
383,380,0.5,11,04,2007,6,0,22,20070411,216
383,457,4.5,24,12,2007,7,49,17,20071224,218
383,539,3.5,11,04,2007,6,13,46,20070411,155
383,541,4.5,11,04,2007,6,15,49,20070411,239
383,586,0.5,11,04,2007,6,15,38,20070411,224
383,587,1.5,11,04,2007,6,13,39,20070411,175
383,589,1.0,11,04,2007,6,0,18,20070411,287
383,597,1.0,11,04,2007,6,13,5,20070411,222
383,608,4.0,24,12,2007,7,48,7,20071224,238
383,733,1.5,11,04,2007,6,13,3,20070411,193
383,736,1.5,11,04,2007,6,12,33,20070411,202
383,788,0.5,11,04,2007,6,18,35,20070411,136
383,858,4.0,11,04,2007,6,12,48,20070411,287
383,919,4.0,11,04,2007,6,17,8,20070411,157
383,924,4.5,11,04,2007,6,17,28,20070411,195
383,1073,3.0,11,04,2007,6,14,3,20070411,171
383,1193,4.5,11,04,2007,6,15,9,20070411,216
383,1214,4.0,11,04,2007,6,15,34,20070411,234
383,1221,4.0,11,04,2007,6,16,43,20070411,214
383,1265,4.0,11,04,2007,6,14,53,20070411,245
383,1307,4.0,11,04,2007,6,17,22,20070411,118
383,1393,3.0,11,04,2007,6,17,10,20070411,148
383,1527,4.0,11,04,2007,6,16,55,20070411,250
383,1580,3.0,11,04,2007,6,13,51,20070411,292
383,1584,3.5,11,04,2007,6,18,44,20070411,154
383,1610,3.5,11,04,2007,6,18,18,20070411,141
383,1617,4.0,11,04,2007,6,14,42,20070411,171
383,1784,4.0,11,04,2007,6,17,58,20070411,164
383,1923,3.0,11,04,2007,6,16,46,20070411,220
383,1961,3.5,11,04,2007,6,16,31,20070411,208
383,2028,3.0,11,04,2007,6,12,59,20070411,287
383,2628,3.0,11,04,2007,6,14,48,20070411,250
383,2683,0.5,11,04,2007,6,16,59,20070411,211
383,2706,1.0,11,04,2007,6,18,49,20070411,219
383,2716,1.5,11,04,2007,6,15,45,20070411,239
383,2858,4.0,11,04,2007,6,12,28,20070411,358
383,2997,4.0,11,04,2007,6,16,35,20070411,216
383,3578,3.5,11,04,2007,6,4,25,20070411,309
383,3793,0.5,11,04,2007,6,17,38,20070411,250
383,3996,3.5,11,04,2007,6,17,34,20070411,238
383,4886,3.0,11,04,2007,6,4,51,20070411,236
383,4973,5.0,24,12,2007,7,53,1,20071224,273
383,4993,4.0,11,04,2007,6,16,14,20070411,360
383,4995,4.0,24,12,2007,7,48,29,20071224,239
383,5618,5.0,24,12,2007,7,50,55,20071224,155
383,5952,4.0,11,04,2007,6,17,25,20070411,352
383,5989,3.5,24,12,2007,7,48,34,20071224,203
383,33493,3.5,24,12,2007,7,47,52,20071224,219
383,33794,3.0,11,04,2007,6,4,29,20070411,270
383,45720,3.5,11,04,2007,6,1,44,20070411,139
383,46578,4.0,11,04,2007,6,20,22,20070411,378
476,923,4.5,30,07,2007,7,44,33,20070730,119
476,8961,4.0,12,01,2007,5,25,58,20070112,273
476,48394,4.0,30,07,2007,10,14,28,20070730,442
476,49272,4.5,12,01,2007,5,24,35,20070112,436
476,51255,2.0,30,07,2007,7,40,57,20070730,329
476,51540,4.0,30,07,2007,10,14,32,20070730,229
476,54272,4.0,30,07,2007,7,37,4,20070730,313
477,47,4.5,28,08,2007,17,3,46,20070828,277
477,50,5.0,28,08,2007,16,55,7,20070828,278
477,165,4.5,28,08,2007,16,58,2,20070828,194
477,260,4.0,28,08,2007,16,51,10,20070828,306
477,293,5.0,28,08,2007,17,1,10,20070828,177
477,296,4.0,28,08,2007,17,0,34,20070828,372
477,318,5.0,28,08,2007,16,54,48,20070828,338
477,527,5.0,28,08,2007,16,54,43,20070828,257
477,541,4.5,28,08,2007,17,0,8,20070828,239
477,588,4.0,28,08,2007,16,46,26,20070828,201
477,593,5.0,28,08,2007,17,1,38,20070828,322
477,858,5.0,28,08,2007,16,54,39,20070828,287
477,903,4.0,28,08,2007,17,3,4,20070828,101
477,912,4.5,28,08,2007,17,0,45,20070828,158
477,924,5.0,28,08,2007,16,39,36,20070828,195
477,1036,5.0,28,08,2007,16,57,54,20070828,216
477,1080,4.0,28,08,2007,17,7,35,20070828,149
477,1089,4.0,28,08,2007,17,1,31,20070828,237
477,1090,4.0,28,08,2007,17,7,52,20070828,116
477,1136,5.0,28,08,2007,16,59,23,20070828,243
477,1193,4.5,28,08,2007,16,59,57,20070828,216
477,1196,4.5,28,08,2007,16,51,25,20070828,295
477,1197,3.5,28,08,2007,17,0,32,20070828,187
477,1198,5.0,28,08,2007,16,58,34,20070828,292
477,1200,4.5,28,08,2007,17,1,51,20070828,184
477,1201,4.5,28,08,2007,16,59,40,20070828,111
477,1210,4.5,28,08,2007,16,51,28,20070828,269
477,1213,4.5,28,08,2007,16,59,43,20070828,194
477,1214,4.5,28,08,2007,17,0,39,20070828,234
477,1219,4.5,28,08,2007,17,2,47,20070828,126
477,1221,4.5,28,08,2007,16,58,48,20070828,214
477,1222,4.5,28,08,2007,17,0,54,20070828,184
477,1225,5.0,28,08,2007,17,5,53,20070828,134
477,1291,5.0,28,08,2007,17,0,19,20070828,231
477,1370,2.5,28,08,2007,16,57,59,20070828,130
477,1608,4.5,28,08,2007,16,45,15,20070828,106
477,1617,4.0,28,08,2007,17,1,24,20070828,171
477,2028,4.0,28,08,2007,17,3,43,20070828,287
477,2329,4.0,28,08,2007,16,59,32,20070828,244
477,2571,4.5,28,08,2007,16,59,19,20070828,396
477,2628,2.5,28,08,2007,16,51,16,20070828,250
477,2762,4.5,28,08,2007,17,3,54,20070828,310
477,2791,4.5,28,08,2007,16,45,41,20070828,126
477,2959,4.5,28,08,2007,17,0,17,20070828,353
477,3949,4.0,28,08,2007,17,8,16,20070828,177
477,3996,4.0,28,08,2007,17,6,36,20070828,238
477,4226,4.5,28,08,2007,16,58,58,20070828,315
477,4370,3.5,28,08,2007,16,42,16,20070828,139
477,4896,4.5,28,08,2007,16,50,56,20070828,181
477,4993,4.5,28,08,2007,16,52,2,20070828,360
477,5378,3.0,28,08,2007,16,51,20,20070828,203
477,5618,5.0,28,08,2007,16,58,43,20070828,155
477,5816,4.5,28,08,2007,16,50,37,20070828,180
477,5952,4.5,28,08,2007,16,52,6,20070828,352
477,5995,4.5,28,08,2007,17,2,41,20070828,129
477,6016,4.5,28,08,2007,16,54,36,20070828,201
477,6502,4.5,28,08,2007,16,40,39,20070828,150
477,7090,5.0,28,08,2007,17,3,30,20070828,122
477,7153,5.0,28,08,2007,16,52,5,20070828,326
477,7361,3.5,28,08,2007,17,0,14,20070828,313
477,8368,4.5,28,08,2007,16,50,51,20070828,186
477,8874,4.5,28,08,2007,17,8,22,20070828,160
477,8961,4.5,28,08,2007,17,0,58,20070828,273
477,30749,5.0,28,08,2007,16,59,46,20070828,155
477,32587,4.0,28,08,2007,17,8,25,20070828,292
477,33493,3.5,28,08,2007,16,51,13,20070828,219
477,33794,4.5,28,08,2007,16,59,38,20070828,270
477,34405,5.0,28,08,2007,16,55,37,20070828,134
477,35836,3.0,28,08,2007,16,41,20,20070828,196
477,36529,4.5,28,08,2007,16,52,16,20070828,122
477,39292,3.5,28,08,2007,17,4,40,20070828,106
477,40815,4.5,28,08,2007,16,50,39,20070828,190
477,41997,4.0,28,08,2007,17,7,39,20070828,126
477,44191,4.0,28,08,2007,17,4,1,20070828,283
477,44195,4.0,28,08,2007,17,2,52,20070828,250
477,44199,4.0,28,08,2007,17,4,44,20070828,141
477,46578,4.0,28,08,2007,17,4,53,20070828,378
477,48394,5.0,28,08,2007,16,59,0,20070828,442
477,48516,5.0,28,08,2007,16,59,8,20070828,435
477,48774,5.0,28,08,2007,17,1,55,20070828,411
477,48780,4.5,28,08,2007,17,0,28,20070828,374
477,49272,4.5,28,08,2007,17,1,14,20070828,436
477,49530,3.5,28,08,2007,17,4,18,20070828,271
477,50068,5.0,28,08,2007,16,59,16,20070828,141
477,51086,0.5,28,08,2007,16,49,14,20070828,110
477,51255,3.5,28,08,2007,16,58,56,20070828,329
477,51662,4.5,28,08,2007,16,49,19,20070828,439
477,52245,3.5,28,08,2007,16,37,55,20070828,111
477,52281,4.5,28,08,2007,16,58,51,20070828,164
477,53972,4.0,28,08,2007,16,57,38,20070828,212
477,53996,4.0,28,08,2007,16,57,15,20070828,248
477,54001,4.0,28,08,2007,16,50,41,20070828,269
498,19,1.5,28,08,2007,17,57,51,20070828,137
498,344,3.0,28,08,2007,17,57,51,20070828,251
498,924,4.0,28,08,2007,17,51,59,20070828,195
498,1127,3.0,28,08,2007,17,57,28,20070828,101
498,1203,4.0,28,08,2007,17,51,3,20070828,109
498,1333,4.0,28,08,2007,17,32,47,20070828,102
498,1729,2.5,28,08,2007,17,33,8,20070828,133
498,2424,2.5,28,08,2007,17,33,26,20070828,111
498,4246,3.0,28,08,2007,17,32,54,20070828,146
498,4370,2.0,28,08,2007,17,55,4,20070828,139
498,5377,4.0,28,08,2007,17,55,31,20070828,101
498,6502,3.5,28,08,2007,17,52,36,20070828,150
498,51662,4.0,28,08,2007,17,48,55,20070828,439
498,52245,3.5,28,08,2007,17,49,32,20070828,111
533,1073,3.5,26,08,2007,19,12,12,20070826,171
533,1573,3.5,28,02,2007,21,11,56,20070228,146
533,3527,2.5,22,07,2007,2,31,55,20070722,134
533,3897,3.0,22,07,2007,2,36,59,20070722,140
533,4975,3.0,26,08,2007,19,13,39,20070826,106
533,8636,4.5,28,05,2007,19,11,7,20070528,239
533,27904,3.5,18,02,2007,5,22,37,20070218,136
533,33679,3.0,05,08,2007,2,5,53,20070805,133
533,46578,3.0,28,02,2007,20,46,7,20070228,378
533,47610,3.5,28,02,2007,20,47,5,20070228,265
533,48043,4.5,26,08,2007,19,15,26,20070826,136
533,48082,2.0,18,06,2007,0,42,40,20070618,119
533,48394,4.0,14,02,2007,20,58,3,20070214,442
533,48516,4.0,28,02,2007,20,17,58,20070228,435
533,48774,3.5,15,02,2007,0,56,6,20070215,411
533,48780,3.5,18,02,2007,5,22,15,20070218,374
533,49272,4.0,26,08,2007,19,11,36,20070826,436
533,51077,1.5,24,08,2007,20,44,20,20070824,114
533,51255,3.5,28,05,2007,19,10,43,20070528,329
533,52722,3.0,28,05,2007,19,11,12,20070528,240
533,52973,3.5,16,09,2007,4,6,54,20070916,249
533,54001,3.0,20,07,2007,22,11,5,20070720,269
533,54272,4.0,02,08,2007,20,55,9,20070802,313
533,54286,4.0,26,08,2007,19,10,25,20070826,322
548,260,5.0,28,08,2007,19,34,57,20070828,306
548,296,4.0,28,08,2007,19,37,53,20070828,372
548,318,5.0,28,08,2007,19,34,36,20070828,338
548,457,4.5,28,08,2007,19,34,29,20070828,218
548,539,4.5,28,08,2007,19,30,27,20070828,155
548,1196,4.5,28,08,2007,19,35,8,20070828,295
548,1198,4.5,28,08,2007,19,34,47,20070828,292
548,1210,4.0,28,08,2007,19,35,14,20070828,269
548,1307,4.5,28,08,2007,19,30,37,20070828,118
548,1485,3.5,28,08,2007,19,40,34,20070828,153
548,1584,4.5,28,08,2007,19,29,34,20070828,154
548,1610,4.0,28,08,2007,19,34,8,20070828,141
548,2502,4.5,28,08,2007,19,41,19,20070828,183
548,2797,4.0,28,08,2007,19,33,41,20070828,148
548,2918,4.5,28,08,2007,23,59,52,20070828,174
548,3052,3.5,28,08,2007,19,16,44,20070828,181
548,4896,4.5,28,08,2007,19,45,29,20070828,181
636,50,3.5,15,06,2007,23,25,31,20070615,278
636,648,2.5,13,06,2007,21,59,26,20070613,253
636,1213,4.0,29,09,2007,9,8,30,20070929,194
636,1270,3.5,01,01,2008,19,0,13,20080101,305
636,1729,3.0,25,02,2007,9,33,40,20070225,133
636,3033,1.5,21,10,2007,8,30,47,20071021,113
636,3147,3.0,21,10,2007,10,10,51,20071021,181
636,3481,2.0,27,01,2008,8,24,55,20080127,127
636,3623,2.0,19,06,2007,22,6,15,20070619,142
636,3793,2.5,23,02,2007,21,16,6,20070223,250
636,4246,2.5,03,01,2008,21,48,21,20080103,146
636,6333,3.0,16,08,2007,23,27,41,20070816,198
636,47629,3.5,22,07,2007,22,27,1,20070722,203
636,48516,3.0,16,09,2007,16,46,46,20070916,435
636,49272,3.5,21,01,2007,12,14,2,20070121,436
636,49822,3.5,09,09,2007,9,56,29,20070909,134
636,51084,2.0,31,07,2007,16,10,41,20070731,104
636,54272,4.0,09,08,2007,17,25,16,20070809,313
636,54286,4.0,25,12,2007,9,39,44,20071225,322
728,296,5.0,29,08,2007,15,26,39,20070829,372
728,589,4.0,29,08,2007,15,43,33,20070829,287
728,1089,4.0,29,08,2007,15,28,8,20070829,237
728,1196,4.0,29,08,2007,15,38,0,20070829,295
728,1210,4.0,29,08,2007,15,29,13,20070829,269
728,1240,4.0,29,08,2007,15,44,1,20070829,256
728,1729,4.5,29,08,2007,15,27,54,20070829,133
728,1954,4.0,29,08,2007,15,45,30,20070829,145
728,2023,4.0,29,08,2007,15,3,15,20070829,105
728,2028,4.0,29,08,2007,15,41,9,20070829,287
728,2571,5.0,29,08,2007,15,37,0,20070829,396
728,3793,4.0,29,08,2007,15,48,4,20070829,250
728,4011,5.0,29,08,2007,15,30,58,20070829,190
728,4262,4.0,29,08,2007,15,33,37,20070829,129
728,5349,4.0,29,08,2007,15,47,16,20070829,280
728,5418,5.0,29,08,2007,15,25,58,20070829,275
728,5445,5.0,29,08,2007,15,46,6,20070829,265
728,6874,5.0,29,08,2007,15,28,2,20070829,311
728,7438,5.0,29,08,2007,15,28,5,20070829,280
728,8665,5.0,29,08,2007,15,26,16,20070829,209
728,32587,2.0,29,08,2007,15,28,11,20070829,292
728,38061,4.0,29,08,2007,15,33,3,20070829,123
728,41569,1.5,29,08,2007,15,47,48,20070829,147
728,49272,5.0,29,08,2007,15,35,49,20070829,436
728,51662,5.0,29,08,2007,15,17,16,20070829,439
728,53996,4.0,29,08,2007,15,46,16,20070829,248
783,150,3.5,26,01,2007,20,8,31,20070126,217
783,260,3.5,26,01,2007,20,7,13,20070126,306
783,344,3.0,26,01,2007,20,7,50,20070126,251
783,357,3.5,26,01,2007,20,15,13,20070126,137
783,367,3.5,26,01,2007,20,10,20,20070126,241
783,377,4.0,26,01,2007,20,5,30,20070126,258
783,380,2.0,26,01,2007,20,9,41,20070126,216
783,457,4.0,26,01,2007,20,9,26,20070126,218
783,480,2.0,26,01,2007,20,10,11,20070126,329
783,539,3.5,26,01,2007,20,9,17,20070126,155
783,541,4.5,26,01,2007,20,16,41,20070126,239
783,587,3.5,26,01,2007,20,8,25,20070126,175
783,588,4.0,26,01,2007,20,4,28,20070126,201
783,593,0.5,26,01,2007,20,4,20,20070126,322
783,608,4.5,26,01,2007,20,3,45,20070126,238
783,736,3.5,26,01,2007,20,8,44,20070126,202
783,912,4.0,26,01,2007,20,13,40,20070126,158
783,924,1.0,26,01,2007,20,19,53,20070126,195
783,1136,3.5,26,01,2007,20,11,22,20070126,243
783,1196,4.0,26,01,2007,20,4,50,20070126,295
783,1198,2.5,26,01,2007,20,5,44,20070126,292
783,1214,2.0,26,01,2007,20,11,8,20070126,234
783,1220,4.5,26,01,2007,20,15,50,20070126,114
783,1265,4.5,26,01,2007,20,8,36,20070126,245
783,1270,4.0,26,01,2007,20,6,5,20070126,305
783,1307,3.5,26,01,2007,20,11,50,20070126,118
783,1391,1.0,26,01,2007,20,20,4,20070126,143
783,1580,2.5,26,01,2007,20,3,39,20070126,292
783,1721,2.5,26,01,2007,20,5,0,20070126,287
783,1923,2.5,26,01,2007,20,10,33,20070126,220
783,1961,2.5,26,01,2007,20,8,19,20070126,208
783,2011,3.0,26,01,2007,20,14,50,20070126,174
783,2012,3.5,26,01,2007,20,12,27,20070126,163
783,2115,2.5,26,01,2007,20,13,48,20070126,176
783,2174,2.0,26,01,2007,20,10,41,20070126,174
783,2321,3.0,26,01,2007,20,17,22,20070126,120
783,2396,3.5,26,01,2007,20,5,24,20070126,152
783,2571,3.5,26,01,2007,20,7,3,20070126,396
783,2628,2.5,26,01,2007,20,6,20,20070126,250
783,2692,3.5,26,01,2007,20,16,36,20070126,152
783,2716,4.0,26,01,2007,20,6,14,20070126,239
783,2916,3.0,26,01,2007,20,9,32,20070126,161
783,2987,3.5,26,01,2007,20,8,10,20070126,167
783,2997,1.5,26,01,2007,20,6,55,20070126,216
783,3052,1.5,26,01,2007,20,18,46,20070126,181
783,3253,3.0,26,01,2007,20,18,56,20070126,117
783,3481,2.0,26,01,2007,20,12,3,20070126,127
783,3751,4.0,26,01,2007,20,28,23,20070126,125
783,3996,3.5,26,01,2007,20,4,41,20070126,238
783,4246,3.0,26,01,2007,20,32,4,20070126,146
783,4306,4.5,26,01,2007,20,7,44,20070126,295
783,4886,4.0,26,01,2007,20,6,36,20070126,236
783,4896,3.0,26,01,2007,20,14,26,20070126,181
783,4973,3.0,26,01,2007,20,5,18,20070126,273
783,4993,4.5,26,01,2007,20,6,24,20070126,360
783,4995,1.0,26,01,2007,20,4,8,20070126,239
783,5218,1.5,26,01,2007,20,16,6,20070126,152
783,5377,3.0,26,01,2007,20,20,36,20070126,101
783,5418,3.5,26,01,2007,20,8,0,20070126,275
783,5459,2.0,26,01,2007,20,19,15,20070126,142
783,5618,2.5,26,01,2007,20,18,9,20070126,155
783,5816,3.0,26,01,2007,20,6,49,20070126,180
783,5952,4.0,26,01,2007,20,7,41,20070126,352
783,6377,4.0,26,01,2007,20,9,36,20070126,265
783,6539,3.0,26,01,2007,20,5,56,20070126,320
783,6807,3.5,26,01,2007,20,14,0,20070126,109
783,6863,2.5,26,01,2007,20,16,29,20070126,138
783,6942,4.5,26,01,2007,20,28,2,20070126,131
783,7147,2.5,26,01,2007,20,9,10,20070126,173
783,7293,4.5,26,01,2007,20,33,19,20070126,106
783,7361,3.5,26,01,2007,20,3,52,20070126,313
783,8360,2.5,26,01,2007,20,13,8,20070126,226
783,8636,1.5,26,01,2007,20,12,33,20070126,239
783,8665,3.0,26,01,2007,20,9,21,20070126,209
783,8784,3.5,26,01,2007,20,19,7,20070126,144
783,8874,2.0,26,01,2007,20,17,48,20070126,160
783,8961,5.0,26,01,2007,20,3,22,20070126,273
783,30810,1.5,26,01,2007,20,28,29,20070126,108
783,33679,3.0,26,01,2007,20,38,34,20070126,133
783,33794,2.5,26,01,2007,20,6,42,20070126,270
783,34162,2.5,26,01,2007,20,13,5,20070126,156
783,40815,3.0,26,01,2007,20,8,54,20070126,190
783,41569,2.5,26,01,2007,20,12,44,20070126,147
783,44191,5.0,26,01,2007,20,3,33,20070126,283
788,1,4.0,31,08,2007,11,49,0,20070831,275
788,2,4.5,31,08,2007,12,33,56,20070831,159
788,6,4.5,31,08,2007,8,55,48,20070831,121
788,10,3.5,31,08,2007,12,8,40,20070831,151
788,19,3.5,31,08,2007,12,34,31,20070831,137
788,32,4.5,31,08,2007,11,53,18,20070831,266
788,34,4.0,31,08,2007,12,2,7,20070831,147
788,47,5.0,31,08,2007,8,26,31,20070831,277
788,50,4.5,29,08,2007,19,5,30,20070829,278
788,70,4.0,31,08,2007,15,31,3,20070831,100
788,110,4.5,31,08,2007,8,26,37,20070831,278
788,153,3.5,31,08,2007,11,55,5,20070831,179
788,165,4.0,31,08,2007,11,54,52,20070831,194
788,208,4.0,31,08,2007,12,11,47,20070831,164
788,231,4.0,31,08,2007,12,3,25,20070831,227
788,288,4.0,31,08,2007,12,27,48,20070831,140
788,292,4.0,31,08,2007,12,9,47,20070831,120
788,293,4.5,31,08,2007,12,32,22,20070831,177
788,318,4.5,31,08,2007,8,19,17,20070831,338
788,344,4.5,31,08,2007,11,53,58,20070831,251
788,353,4.5,31,08,2007,14,46,40,20070831,111
788,356,4.5,31,08,2007,8,43,48,20070831,377
788,364,5.0,31,08,2007,9,0,3,20070831,221
788,367,4.0,31,08,2007,12,3,31,20070831,241
788,377,4.5,31,08,2007,11,53,42,20070831,258
788,380,4.5,31,08,2007,11,49,28,20070831,216
788,434,3.5,31,08,2007,12,9,51,20070831,117
788,457,4.0,31,08,2007,11,48,27,20070831,218
788,480,4.5,31,08,2007,11,38,2,20070831,329
788,500,4.0,31,08,2007,12,2,56,20070831,224
788,508,4.0,31,08,2007,12,46,12,20070831,106
788,527,5.0,31,08,2007,8,39,47,20070831,257
788,551,3.5,31,08,2007,13,5,18,20070831,142
788,586,4.0,31,08,2007,12,27,10,20070831,224
788,587,4.5,31,08,2007,9,24,30,20070831,175
788,588,4.0,31,08,2007,11,52,44,20070831,201
788,589,5.0,31,08,2007,8,44,37,20070831,287
788,592,5.0,31,08,2007,11,48,33,20070831,229
788,593,5.0,31,08,2007,8,40,32,20070831,322
788,595,4.5,31,08,2007,11,54,45,20070831,154
788,597,4.5,31,08,2007,12,2,24,20070831,222
788,648,3.5,31,08,2007,11,54,19,20070831,253
788,733,4.0,31,08,2007,12,2,13,20070831,193
788,736,3.0,31,08,2007,12,1,30,20070831,202
788,780,4.5,31,08,2007,11,49,14,20070831,300
788,788,4.0,31,08,2007,12,42,37,20070831,136
788,858,4.0,31,08,2007,8,26,35,20070831,287
788,923,3.5,31,08,2007,14,46,34,20070831,119
788,1036,5.0,31,08,2007,8,54,9,20070831,216
788,1080,2.5,31,08,2007,13,4,28,20070831,149
788,1090,4.5,31,08,2007,8,53,59,20070831,116
788,1097,4.0,31,08,2007,12,8,25,20070831,224
788,1101,3.5,31,08,2007,12,46,59,20070831,157
